,number,value,datetime_start,datetime_complete,duration,params_L,params_N_D,params_N_I,params_N_LB,params_N_RB,params_W,params_coef,params_initialization,params_lr,params_sampling,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,system_attrs_completed_rung_4,system_attrs_completed_rung_5,system_attrs_completed_rung_6,system_attrs_completed_rung_7,state
0,0,101.2608206675099,2024-04-02 12:34:32.127677,2024-04-02 12:36:34.991636,0 days 00:02:02.863959,6,2111,69,177,181,32,0.8437704366213173,normal,0.02557557038309716,random,339.15858936708366,339.15858936708366,339.15858936708366,339.15858936708366,339.15858936708366,339.15858936708366,270.59215088823436,163.54302848926827,COMPLETE
1,1,11.593569772903422,2024-04-02 12:36:34.993637,2024-04-02 12:38:33.846915,0 days 00:01:58.853278,6,841,30,81,139,64,0.8169672326507534,orthogonal,6.745062172789767e-05,grid,47.13303357167122,47.13303357167122,47.13303357167122,47.13303357167122,47.13303357167122,47.13303357167122,33.621474141270625,22.18985567751584,COMPLETE
2,2,42.01678345328811,2024-04-02 12:38:33.847915,2024-04-02 12:38:50.373122,0 days 00:00:16.525207,4,213,40,203,37,48,0.77438730629381,eye,0.8245626737626203,grid,42.01707946286522,42.01707946286522,42.01707946286522,42.01707946286522,42.01707946286522,42.01707946286522,42.01678345328811,,PRUNED
3,3,40.90442367106474,2024-04-02 12:38:50.374123,2024-04-02 12:39:12.857883,0 days 00:00:22.483760,6,585,45,204,28,48,0.7275015263712782,normal,0.39170745947661506,grid,40.904611127795015,40.904611127795015,40.904611127795015,40.904611127795015,40.904611127795015,40.904611127795015,40.90442367106474,,PRUNED
4,4,42.76975853988312,2024-04-02 12:39:12.859885,2024-04-02 12:39:21.207379,0 days 00:00:08.347494,4,182,32,148,207,32,0.7138325266011006,eye,0.4577340207949367,grid,42.76975853988312,,,,,,,,PRUNED
5,5,4.350167885581371,2024-04-02 12:39:21.208380,2024-04-02 12:40:44.305719,0 days 00:01:23.097339,4,3544,35,183,231,48,0.05871339889473187,xavier,0.009777894311366372,random,1.4338596939198063,1.4338596939198063,1.4338596939198063,1.4338596939198063,1.4338596939198063,1.4338596939198063,1.2540560935775473,1.1085053323610388,COMPLETE
6,6,157.21900494815466,2024-04-02 12:40:44.306720,2024-04-02 12:40:49.532361,0 days 00:00:05.225641,2,1585,27,201,86,64,0.21453959914911358,normal,0.0018537286789346698,grid,157.21900494815466,,,,,,,,PRUNED
7,7,58.017479609618206,2024-04-02 12:40:49.533363,2024-04-02 12:43:13.976847,0 days 00:02:24.443484,8,522,44,82,59,32,0.49139429364607057,kaiming,8.622822364344988e-05,random,63.049446732133525,63.049446732133525,63.049446732133525,63.049446732133525,63.049446732133525,60.07764865260099,58.44190994973137,,COMPLETE
8,8,40.91534702144305,2024-04-02 12:43:13.977848,2024-04-02 12:43:28.193186,0 days 00:00:14.215338,8,244,47,24,165,48,0.6510263949105946,orthogonal,0.049770930585862086,grid,40.91534702144305,,,,,,,,PRUNED
9,9,41.49172592673278,2024-04-02 12:43:28.194187,2024-04-02 12:43:36.425436,0 days 00:00:08.231249,4,709,24,165,243,48,0.2018928251804687,xavier,0.10690100444171677,grid,41.49172592673278,,,,,,,,PRUNED
10,10,1.2698538078165296,2024-04-02 12:43:36.427437,2024-04-02 12:44:28.647530,0 days 00:00:52.220093,2,4968,60,249,248,64,0.06182797902518677,xavier,0.0018504123402620519,random,12.280914447893997,12.280914447893997,12.280914447893997,12.280914447893997,12.280914447893997,2.8899399103432213,1.4309859542537455,,COMPLETE
11,11,2.816075666852065,2024-04-02 12:44:28.648531,2024-04-02 12:44:54.846790,0 days 00:00:26.198259,2,4871,63,242,250,64,0.05928893508905186,xavier,0.001767811580899992,random,14.972684604866402,14.972684604866402,14.972684604866402,14.972684604866402,14.972684604866402,14.972684604866402,4.061193991778545,2.816075666852065,PRUNED
12,12,1.8992046692392268,2024-04-02 12:44:54.847791,2024-04-02 12:45:20.926639,0 days 00:00:26.078848,2,4717,57,250,216,64,0.05424842893388181,xavier,0.008915549561480487,random,8.616350861775723,8.616350861775723,8.616350861775723,8.616350861775723,8.616350861775723,8.616350861775723,2.3081182720620177,1.8992046692392268,PRUNED
13,13,46.95038942392733,2024-04-02 12:45:20.927641,2024-04-02 12:45:26.191217,0 days 00:00:05.263576,2,2337,55,115,112,48,0.3595488356566486,default,0.0003794648033919691,random,46.95038942392733,,,,,,,,PRUNED
14,14,1.7612816985269317,2024-04-02 12:45:26.193222,2024-04-02 12:46:08.019627,0 days 00:00:41.826405,4,3099,36,222,210,64,0.2131403540030922,xavier,0.00047671062174367606,random,9.80445513627947,9.80445513627947,9.80445513627947,9.80445513627947,9.80445513627947,2.8243662506504075,1.7612816985269317,,PRUNED
15,15,45.916514819946514,2024-04-02 12:46:08.020613,2024-04-02 12:46:13.206998,0 days 00:00:05.186385,2,1229,73,116,176,48,0.37518242697404935,xavier,1.1570124822860206e-05,random,45.916514819946514,,,,,,,,PRUNED
16,16,12.942822816638904,2024-04-02 12:46:13.208000,2024-04-02 12:46:30.000329,0 days 00:00:16.792329,4,3154,54,176,225,64,0.14056030805212627,default,0.0073261554039272874,random,2.283590967677969,2.283590967677969,2.283590967677969,2.283590967677969,2.283590967677969,2.283590967677969,12.942822816638904,,PRUNED
17,17,44.380026268255435,2024-04-02 12:46:30.001330,2024-04-02 12:46:35.160457,0 days 00:00:05.159127,2,3664,63,225,142,32,0.3424076480211465,xavier,0.0005357314330396136,random,44.380026268255435,,,,,,,,PRUNED
18,18,60.20106406042264,2024-04-02 12:46:35.162461,2024-04-02 12:47:56.401428,0 days 00:01:21.238967,4,345,62,142,189,48,0.5720806442196513,kaiming,0.019123128755626207,random,60.53270754898569,60.53270754898569,60.53270754898569,60.53270754898569,60.62613980886567,60.58173905208588,,,COMPLETE
19,19,35.43255201271835,2024-04-02 12:47:56.402430,2024-04-02 12:48:08.224271,0 days 00:00:11.821841,6,1283,38,188,234,64,0.2916225956728472,xavier,0.004101887548342506,random,35.43255201271835,,,,,,,,PRUNED
20,20,52.73409569411246,2024-04-02 12:48:08.225272,2024-04-02 12:48:13.420828,0 days 00:00:05.195556,2,2053,51,230,115,48,0.1330367591751372,xavier,0.13219498217392353,random,52.73409569411246,,,,,,,,PRUNED
21,21,12.736638485178887,2024-04-02 12:48:13.422830,2024-04-02 12:50:09.705179,0 days 00:01:56.282349,6,1000,30,74,156,64,0.9307894642364162,orthogonal,3.115892137780097e-05,grid,49.92609217449592,49.92609217449592,46.220918584963684,34.968300818575855,,,,,COMPLETE
22,22,44.72023853317646,2024-04-02 12:50:09.706234,2024-04-02 12:50:21.195013,0 days 00:00:11.488779,6,3557,29,73,83,64,0.4822247955384058,orthogonal,0.00015022666175463156,grid,44.72023853317646,,,,,,,,PRUNED
23,23,5.5211818293749895,2024-04-02 12:50:21.196014,2024-04-02 12:52:48.404204,0 days 00:02:27.208190,8,4860,35,45,192,64,0.5665733244626656,orthogonal,0.0011189631598251418,grid,23.754134649299154,23.754134649299154,23.754134649299154,23.754134649299154,8.268779977879436,8.66092471661572,,,COMPLETE
24,24,31.4602494160664,2024-04-02 12:52:48.405205,2024-04-02 12:53:03.691835,0 days 00:00:15.286630,8,4508,35,13,205,48,0.612679030803856,orthogonal,0.0012629178577664366,random,31.4602494160664,31.4602494160664,,,,,,,PRUNED
25,25,26.256325398543982,2024-04-02 12:53:03.693837,2024-04-02 12:53:18.659370,0 days 00:00:14.965533,8,2642,41,49,195,64,0.45361547252538514,default,0.004584253276204017,random,26.256325398543982,26.256325398543982,,,,,,,PRUNED
26,26,10.452463466499628,2024-04-02 12:53:18.660370,2024-04-02 12:53:27.170785,0 days 00:00:08.510415,4,1810,59,111,227,64,0.12859823724288677,eye,0.01455893556661907,grid,10.452463466499628,10.452463466499628,,,,,,,PRUNED
27,27,32.33658867512848,2024-04-02 12:53:27.172849,2024-04-02 12:53:42.033368,0 days 00:00:14.860519,8,4996,49,42,246,48,0.2739327043354569,kaiming,0.0012185644094394204,random,32.33658867512848,,,,,,,,PRUNED
28,28,42.34412041148339,2024-04-02 12:53:42.034368,2024-04-02 12:53:50.372191,0 days 00:00:08.337823,4,3786,42,161,227,64,0.5592886098033447,orthogonal,0.0002517814757343058,grid,42.34412041148339,,,,,,,,PRUNED
29,29,152.46329154555804,2024-04-02 12:53:50.373192,2024-04-02 12:54:02.616566,0 days 00:00:12.243374,6,2684,72,130,174,32,0.44675044550760373,normal,0.029301423023357035,random,152.46329154555804,,,,,,,,PRUNED
30,30,46.8790282911223,2024-04-02 12:54:02.617567,2024-04-02 12:54:07.817920,0 days 00:00:05.200353,2,1570,35,100,189,48,0.407273190551003,xavier,0.0008377349771955221,random,46.8790282911223,,,,,,,,PRUNED
31,31,46.4794469534976,2024-04-02 12:54:07.818921,2024-04-02 12:54:19.225631,0 days 00:00:11.406710,6,400,25,53,135,64,0.8695782959815654,orthogonal,6.832339621863672e-05,grid,46.4794469534976,,,,,,,,PRUNED
32,32,26.07414918465159,2024-04-02 12:54:19.226680,2024-04-02 12:56:48.098261,0 days 00:02:28.871581,8,4018,32,62,154,64,0.8231328505509196,orthogonal,0.003137733620675136,grid,38.26380035095223,38.26380035095223,38.26380035095223,35.429722104525815,25.227736498012693,,,,COMPLETE
33,33,50.22978833135122,2024-04-02 12:56:48.100263,2024-04-02 12:56:59.621280,0 days 00:00:11.521017,6,146,38,35,236,64,0.6856804788423099,orthogonal,3.0012873843959927e-05,grid,50.22978833135122,,,,,,,,PRUNED
34,34,85.48831393238619,2024-04-02 12:56:59.623282,2024-04-02 12:57:08.104487,0 days 00:00:08.481205,4,2716,69,91,119,64,0.7712568921159971,eye,0.00015488642226453697,grid,85.48831393238619,,,,,,,,PRUNED
35,35,1020.3418945968883,2024-04-02 12:57:08.106489,2024-04-02 12:57:19.290886,0 days 00:00:11.184397,6,826,31,64,200,48,0.917355674777335,normal,0.010001329781775524,grid,1020.3418945968883,,,,,,,,PRUNED
36,36,19.376733468307116,2024-04-02 12:57:19.291887,2024-04-02 12:57:34.441921,0 days 00:00:15.150034,8,1996,28,211,213,64,0.5454870391005405,orthogonal,0.0026850212697866064,grid,19.376733468307116,19.376733468307116,,,,,,,PRUNED
37,37,32.88799595241694,2024-04-02 12:57:34.443924,2024-04-02 12:57:46.419613,0 days 00:00:11.975689,6,3168,45,183,76,64,0.8075514648265883,orthogonal,0.03002266901976231,grid,32.88799595241694,,,,,,,,PRUNED
38,38,121.63073066567209,2024-04-02 12:57:46.420614,2024-04-02 12:57:54.734908,0 days 00:00:08.314294,4,240,33,197,54,32,0.7515567151785769,eye,1.0083421733351588e-05,grid,121.63073066567209,,,,,,,,PRUNED
39,39,50.71403248127818,2024-04-02 12:57:54.735908,2024-04-02 12:58:09.575572,0 days 00:00:14.839664,8,539,26,29,179,48,0.2800144294884021,xavier,6.0779409824665234e-05,grid,50.71403248127818,,,,,,,,PRUNED
40,40,41.04949424396097,2024-04-02 12:58:09.577572,2024-04-02 12:58:17.952107,0 days 00:00:08.374535,4,403,39,132,100,48,0.18246708837362463,kaiming,0.0768147830220463,random,41.04949424396097,,,,,,,,PRUNED
41,41,51.00996131225727,2024-04-02 12:58:17.954109,2024-04-02 12:58:29.682542,0 days 00:00:11.728433,6,1084,28,81,159,64,0.9479569443638294,orthogonal,1.646863193235874e-05,grid,51.00996131225727,,,,,,,,PRUNED
42,42,53.25562993489611,2024-04-02 12:58:29.683542,2024-04-02 12:58:41.406825,0 days 00:00:11.723283,6,879,30,97,146,64,0.8741289122005136,orthogonal,4.504570339492123e-05,grid,53.25562993489611,,,,,,,,PRUNED
43,43,50.95623785589578,2024-04-02 12:58:41.407827,2024-04-02 12:58:53.198023,0 days 00:00:11.790196,6,688,34,75,165,64,0.7035664701860352,orthogonal,2.6991449404144374e-05,grid,50.95623785589578,,,,,,,,PRUNED
44,44,14.895312958734825,2024-04-02 12:58:53.202027,2024-04-02 12:59:05.040529,0 days 00:00:11.838502,6,1545,66,61,19,64,0.053822483581329225,orthogonal,0.000132631192341273,grid,14.895312958734825,14.895312958734825,,,,,,,PRUNED
45,45,1.9461487299066045,2024-04-02 12:59:05.041531,2024-04-02 13:01:36.756711,0 days 00:02:31.715180,8,928,37,164,128,64,0.10347060610041237,xavier,0.0002713204058201407,grid,5.240500303720171,5.240500303720171,5.240500303720171,5.240500303720171,5.240500303720171,5.240500303720171,2.64617164682348,1.5193848935365368,COMPLETE
46,46,6.205300198775635,2024-04-02 13:01:36.757775,2024-04-02 13:01:51.810172,0 days 00:00:15.052397,8,664,37,162,124,64,0.10203808947578494,xavier,0.00029524387902327907,grid,6.205300198775635,6.205300198775635,6.205300198775635,,,,,,PRUNED
47,47,15.080546723539419,2024-04-02 13:01:51.811172,2024-04-02 13:02:07.019292,0 days 00:00:15.208120,8,4318,43,150,97,64,0.17439742765632948,xavier,0.0006799332274073124,random,15.080546723539419,15.080546723539419,,,,,,,PRUNED
48,48,5.975148731992051,2024-04-02 13:02:07.020293,2024-04-02 13:04:37.423392,0 days 00:02:30.403099,8,4901,45,173,250,48,0.09251904740531502,xavier,0.002012978783381741,random,3.750910143305575,3.750910143305575,3.750910143305575,1.7468442165497653,1.5899568465514913,,,,COMPLETE
49,49,2.7358203652891837,2024-04-02 13:04:37.424393,2024-04-02 13:07:06.494458,0 days 00:02:29.070065,8,5079,46,173,239,48,0.08825561694587503,xavier,0.002217204735365737,random,10.404698902365272,10.404698902365272,10.404698902365272,10.404698902365272,1.992771269392183,3.016266023342065,,,COMPLETE
